id,question,context,answer
22:25-29_342,هل ورد في القرآن تنبيه من  صوت أو أصوات معيّنة؟,إن الذين كفروا ويصدون عن سبيل الله والمسجد الحرام الذي جعلناه للناس سواء العاكف فيه والباد ومن يرد فيه بإلحاد بظلم نذقه من عذاب أليم. وإذ بوأنا لإبراهيم مكان البيت أن لا تشرك بي شيئا وطهر بيتي للطائفين والقائمين والركع السجود. وأذن في الناس بالحج يأتوك رجالا وعلى كل ضامر يأتين من كل فج عميق. ليشهدوا منافع لهم ويذكروا اسم الله في أيام معلومات على ما رزقهم من بهيمة الأنعام فكلوا منها وأطعموا البائس الفقير. ثم ليقضوا تفثهم وليوفوا نذورهم وليطوفوا بالبيت العتيق.,أذن في الناس بالحج
31:12-19_342,هل ورد في القرآن تنبيه من  صوت أو أصوات معيّنة؟,ولقد آتينا لقمان الحكمة أن اشكر لله ومن يشكر فإنما يشكر لنفسه ومن كفر فإن الله غني حميد. وإذ قال لقمان لابنه وهو يعظه يا بني لا تشرك بالله إن الشرك لظلم عظيم. ووصينا الإنسان بوالديه حملته أمه وهنا على وهن وفصاله في عامين أن اشكر لي ولوالديك إلي المصير. وإن جاهداك على أن تشرك بي ما ليس لك به علم فلا تطعهما وصاحبهما في الدنيا معروفا واتبع سبيل من أناب إلي ثم إلي مرجعكم فأنبئكم بما كنتم تعملون. يا بني إنها إن تك مثقال حبة من خردل فتكن في صخرة أو في السماوات أو في الأرض يأت بها الله إن الله لطيف خبير. يا بني أقم الصلاة وأمر بالمعروف وانه عن المنكر واصبر على ما أصابك إن ذلك من عزم الأمور. ولا تصعر خدك للناس ولا تمش في الأرض مرحا إن الله لا يحب كل مختال فخور. واقصد في مشيك واغضض من صوتك إن أنكر الأصوات لصوت الحمير.,اغضض من صوتك إن أنكر الأصوات لصوت الحمير
43:74-80_342,هل ورد في القرآن تنبيه من  صوت أو أصوات معيّنة؟,إن المجرمين في عذاب جهنم خالدون. لا يفتر عنهم وهم فيه مبلسون. وما ظلمناهم ولكن كانوا هم الظالمين. ونادوا يا مالك ليقض علينا ربك قال إنكم ماكثون. لقد جئناكم بالحق ولكن أكثركم للحق كارهون. أم أبرموا أمرا فإنا مبرمون. أم يحسبون أنا لا نسمع سرهم ونجواهم بلى ورسلنا لديهم يكتبون.,أم يحسبون أنا لا نسمع سرهم ونجواهم
49:1-5_342,هل ورد في القرآن تنبيه من  صوت أو أصوات معيّنة؟,يا أيها الذين آمنوا لا تقدموا بين يدي الله ورسوله واتقوا الله إن الله سميع عليم. يا أيها الذين آمنوا لا ترفعوا أصواتكم فوق صوت النبي ولا تجهروا له بالقول كجهر بعضكم لبعض أن تحبط أعمالكم وأنتم لا تشعرون. إن الذين يغضون أصواتهم عند رسول الله أولئك الذين امتحن الله قلوبهم للتقوى لهم مغفرة وأجر عظيم. إن الذين ينادونك من وراء الحجرات أكثرهم لا يعقلون. ولو أنهم صبروا حتى تخرج إليهم لكان خيرا لهم والله غفور رحيم.,يا أيها الذين آمنوا لا ترفعوا أصواتكم فوق صوت النبي ولا تجهروا له بالقول كجهر بعضكم لبعض
58:7-10_342,هل ورد في القرآن تنبيه من  صوت أو أصوات معيّنة؟,ألم تر أن الله يعلم ما في السماوات وما في الأرض ما يكون من نجوى ثلاثة إلا هو رابعهم ولا خمسة إلا هو سادسهم ولا أدنى من ذلك ولا أكثر إلا هو معهم أين ما كانوا ثم ينبئهم بما عملوا يوم القيامة إن الله بكل شيء عليم. ألم تر إلى الذين نهوا عن النجوى ثم يعودون لما نهوا عنه ويتناجون بالإثم والعدوان ومعصيت الرسول وإذا جاءوك حيوك بما لم يحيك به الله ويقولون في أنفسهم لولا يعذبنا الله بما نقول حسبهم جهنم يصلونها فبئس المصير. يا أيها الذين آمنوا إذا تناجيتم فلا تتناجوا بالإثم والعدوان ومعصيت الرسول وتناجوا بالبر والتقوى واتقوا الله الذي إليه تحشرون. إنما النجوى من الشيطان ليحزن الذين آمنوا وليس بضارهم شيئا إلا بإذن الله وعلى الله فليتوكل المؤمنون.,إنما النجوى من الشيطان
68:48-52_342,هل ورد في القرآن تنبيه من  صوت أو أصوات معيّنة؟,فاصبر لحكم ربك ولا تكن كصاحب الحوت إذ نادى وهو مكظوم. لولا أن تداركه نعمة من ربه لنبذ بالعراء وهو مذموم. فاجتباه ربه فجعله من الصالحين. وإن يكاد الذين كفروا ليزلقونك بأبصارهم لما سمعوا الذكر ويقولون إنه لمجنون. وما هو إلا ذكر للعالمين.,لا تكن كصاحب الحوت إذ نادى وهو مكظوم
5:4-5_410,هل يجوز معاملة أهل الكتاب بالبر والحسنى؟,يسألونك ماذا أحل لهم قل أحل لكم الطيبات وما علمتم من الجوارح مكلبين تعلمونهن مما علمكم الله فكلوا مما أمسكن عليكم واذكروا اسم الله عليه واتقوا الله إن الله سريع الحساب. اليوم أحل لكم الطيبات وطعام الذين أوتوا الكتاب حل لكم وطعامكم حل لهم والمحصنات من المؤمنات والمحصنات من الذين أوتوا الكتاب من قبلكم إذا آتيتموهن أجورهن محصنين غير مسافحين ولا متخذي أخدان ومن يكفر بالإيمان فقد حبط عمله وهو في الآخرة من الخاسرين.,طعام الذين أوتوا الكتاب حل لكم وطعامكم حل لهم والمحصنات من المؤمنات والمحصنات من الذين أوتوا الكتاب من قبلكم إذا آتيتموهن أجورهن محصنين غير مسافحين ولا متخذي أخدان
5:82-86_410,هل يجوز معاملة أهل الكتاب بالبر والحسنى؟,لتجدن أشد الناس عداوة للذين آمنوا اليهود والذين أشركوا ولتجدن أقربهم مودة للذين آمنوا الذين قالوا إنا نصارى ذلك بأن منهم قسيسين ورهبانا وأنهم لا يستكبرون. وإذا سمعوا ما أنزل إلى الرسول ترى أعينهم تفيض من الدمع مما عرفوا من الحق يقولون ربنا آمنا فاكتبنا مع الشاهدين. وما لنا لا نؤمن بالله وما جاءنا من الحق ونطمع أن يدخلنا ربنا مع القوم الصالحين. فأثابهم الله بما قالوا جنات تجري من تحتها الأنهار خالدين فيها وذلك جزاء المحسنين. والذين كفروا وكذبوا بآياتنا أولئك أصحاب الجحيم.,لتجدن أشد الناس عداوة للذين آمنوا اليهود والذين أشركوا ولتجدن أقربهم مودة للذين آمنوا الذين قالوا إنا نصارى ذلك بأن منهم قسيسين ورهبانا وأنهم لا يستكبرون
60:8-9_410,هل يجوز معاملة أهل الكتاب بالبر والحسنى؟,لا ينهاكم الله عن الذين لم يقاتلوكم في الدين ولم يخرجوكم من دياركم أن تبروهم وتقسطوا إليهم إن الله يحب المقسطين. إنما ينهاكم الله عن الذين قاتلوكم في الدين وأخرجوكم من دياركم وظاهروا على إخراجكم أن تولوهم ومن يتولهم فأولئك هم الظالمون.,لا ينهاكم الله عن الذين لم يقاتلوكم في الدين ولم يخرجوكم من دياركم أن تبروهم وتقسطوا إليهم
5:6-6_380,ما الغاية من الوضوء قبل الصلاة؟,يا أيها الذين آمنوا إذا قمتم إلى الصلاة فاغسلوا وجوهكم وأيديكم إلى المرافق وامسحوا برءوسكم وأرجلكم إلى الكعبين وإن كنتم جنبا فاطهروا وإن كنتم مرضى أو على سفر أو جاء أحد منكم من الغائط أو لامستم النساء فلم تجدوا ماء فتيمموا صعيدا طيبا فامسحوا بوجوهكم وأيديكم منه ما يريد الله ليجعل عليكم من حرج ولكن يريد ليطهركم وليتم نعمته عليكم لعلكم تشكرون.,ليطهركم وليتم نعمته عليكم
5:6-6_379,لماذا يتوضأ المسلمون؟,يا أيها الذين آمنوا إذا قمتم إلى الصلاة فاغسلوا وجوهكم وأيديكم إلى المرافق وامسحوا برءوسكم وأرجلكم إلى الكعبين وإن كنتم جنبا فاطهروا وإن كنتم مرضى أو على سفر أو جاء أحد منكم من الغائط أو لامستم النساء فلم تجدوا ماء فتيمموا صعيدا طيبا فامسحوا بوجوهكم وأيديكم منه ما يريد الله ليجعل عليكم من حرج ولكن يريد ليطهركم وليتم نعمته عليكم لعلكم تشكرون.,ما يريد الله ليجعل عليكم من حرج ولكن يريد ليطهركم وليتم نعمته عليكم
5:27-31_205,ماذا حدث لقابيل وهابيل؟,واتل عليهم نبأ ابني آدم بالحق إذ قربا قربانا فتقبل من أحدهما ولم يتقبل من الآخر قال لأقتلنك قال إنما يتقبل الله من المتقين. لئن بسطت إلي يدك لتقتلني ما أنا بباسط يدي إليك لأقتلك إني أخاف الله رب العالمين. إني أريد أن تبوء بإثمي وإثمك فتكون من أصحاب النار وذلك جزاء الظالمين. فطوعت له نفسه قتل أخيه فقتله فأصبح من الخاسرين. فبعث الله غرابا يبحث في الأرض ليريه كيف يواري سوءة أخيه قال يا ويلتا أعجزت أن أكون مثل هذا الغراب فأواري سوءة أخي فأصبح من النادمين.,اتل عليهم نبأ ابني آدم بالحق إذ قربا قربانا فتقبل من أحدهما ولم يتقبل من الآخر قال لأقتلنك قال إنما يتقبل الله من المتقين. لئن بسطت إلي يدك لتقتلني ما أنا بباسط يدي إليك لأقتلك إني أخاف الله رب العالمين. إني أريد أن تبوء بإثمي وإثمك فتكون من أصحاب النار وذلك جزاء الظالمين. فطوعت له نفسه قتل أخيه فقتله فأصبح من الخاسرين. فبعث الله غرابا يبحث في الأرض ليريه كيف يواري سوءة أخيه قال يا ويلتا أعجزت أن أكون مثل هذا الغراب فأواري سوءة أخي فأصبح من النادمين
5:38-40_118,ما هي عقوبة السارق؟,والسارق والسارقة فاقطعوا أيديهما جزاء بما كسبا نكالا من الله والله عزيز حكيم. فمن تاب من بعد ظلمه وأصلح فإن الله يتوب عليه إن الله غفور رحيم. ألم تعلم أن الله له ملك السماوات والأرض يعذب من يشاء ويغفر لمن يشاء والله على كل شيء قدير.,السارق والسارقة فاقطعوا أيديهما جزاء بما كسبا
5:51-53_426,هل حذر القرآن المؤمنين من اتخاذ أهل الكتاب أولياء لهم؟,يا أيها الذين آمنوا لا تتخذوا اليهود والنصارى أولياء بعضهم أولياء بعض ومن يتولهم منكم فإنه منهم إن الله لا يهدي القوم الظالمين. فترى الذين في قلوبهم مرض يسارعون فيهم يقولون نخشى أن تصيبنا دائرة فعسى الله أن يأتي بالفتح أو أمر من عنده فيصبحوا على ما أسروا في أنفسهم نادمين. ويقول الذين آمنوا أهؤلاء الذين أقسموا بالله جهد أيمانهم إنهم لمعكم حبطت أعمالهم فأصبحوا خاسرين.,يا أيها الذين آمنوا لا تتخذوا اليهود والنصارى أولياء بعضهم أولياء بعض ومن يتولهم منكم فإنه منهم
5:57-58_426,هل حذر القرآن المؤمنين من اتخاذ أهل الكتاب أولياء لهم؟,يا أيها الذين آمنوا لا تتخذوا الذين اتخذوا دينكم هزوا ولعبا من الذين أوتوا الكتاب من قبلكم والكفار أولياء واتقوا الله إن كنتم مؤمنين. وإذا ناديتم إلى الصلاة اتخذوها هزوا ولعبا ذلك بأنهم قوم لا يعقلون.,يا أيها الذين آمنوا لا تتخذوا الذين اتخذوا دينكم هزوا ولعبا من الذين أوتوا الكتاب من قبلكم والكفار أولياء
5:82-86_341,هل ورد في القرآن إشارة لصوت ذي تأثير إيجابي على جسم الإنسان؟,لتجدن أشد الناس عداوة للذين آمنوا اليهود والذين أشركوا ولتجدن أقربهم مودة للذين آمنوا الذين قالوا إنا نصارى ذلك بأن منهم قسيسين ورهبانا وأنهم لا يستكبرون. وإذا سمعوا ما أنزل إلى الرسول ترى أعينهم تفيض من الدمع مما عرفوا من الحق يقولون ربنا آمنا فاكتبنا مع الشاهدين. وما لنا لا نؤمن بالله وما جاءنا من الحق ونطمع أن يدخلنا ربنا مع القوم الصالحين. فأثابهم الله بما قالوا جنات تجري من تحتها الأنهار خالدين فيها وذلك جزاء المحسنين. والذين كفروا وكذبوا بآياتنا أولئك أصحاب الجحيم.,إذا سمعوا ما أنزل إلى الرسول ترى أعينهم تفيض من الدمع
7:204-206_341,هل ورد في القرآن إشارة لصوت ذي تأثير إيجابي على جسم الإنسان؟,وإذا قرئ القرآن فاستمعوا له وأنصتوا لعلكم ترحمون. واذكر ربك في نفسك تضرعا وخيفة ودون الجهر من القول بالغدو والآصال ولا تكن من الغافلين. إن الذين عند ربك لا يستكبرون عن عبادته ويسبحونه وله يسجدون.,إذا قرئ القرآن فاستمعوا له وأنصتوا لعلكم ترحمون
39:11-20_341,هل ورد في القرآن إشارة لصوت ذي تأثير إيجابي على جسم الإنسان؟,قل إني أمرت أن أعبد الله مخلصا له الدين. وأمرت لأن أكون أول المسلمين. قل إني أخاف إن عصيت ربي عذاب يوم عظيم. قل الله أعبد مخلصا له ديني. فاعبدوا ما شئتم من دونه قل إن الخاسرين الذين خسروا أنفسهم وأهليهم يوم القيامة ألا ذلك هو الخسران المبين. لهم من فوقهم ظلل من النار ومن تحتهم ظلل ذلك يخوف الله به عباده يا عباد فاتقون. والذين اجتنبوا الطاغوت أن يعبدوها وأنابوا إلى الله لهم البشرى فبشر عباد. الذين يستمعون القول فيتبعون أحسنه أولئك الذين هداهم الله وأولئك هم أولو الألباب. أفمن حق عليه كلمة العذاب أفأنت تنقذ من في النار. لكن الذين اتقوا ربهم لهم غرف من فوقها غرف مبنية تجري من تحتها الأنهار وعد الله لا يخلف الله الميعاد.,الذين يستمعون القول فيتبعون أحسنه أولئك الذين هداهم الله
50:36-45_341,هل ورد في القرآن إشارة لصوت ذي تأثير إيجابي على جسم الإنسان؟,وكم أهلكنا قبلهم من قرن هم أشد منهم بطشا فنقبوا في البلاد هل من محيص. إن في ذلك لذكرى لمن كان له قلب أو ألقى السمع وهو شهيد. ولقد خلقنا السماوات والأرض وما بينهما في ستة أيام وما مسنا من لغوب. فاصبر على ما يقولون وسبح بحمد ربك قبل طلوع الشمس وقبل الغروب. ومن الليل فسبحه وأدبار السجود. واستمع يوم يناد المناد من مكان قريب. يوم يسمعون الصيحة بالحق ذلك يوم الخروج. إنا نحن نحيي ونميت وإلينا المصير. يوم تشقق الأرض عنهم سراعا ذلك حشر علينا يسير. نحن أعلم بما يقولون وما أنت عليهم بجبار فذكر بالقرآن من يخاف وعيد.,إن في ذلك لذكرى لمن كان له قلب أو ألقى السمع وهو شهيد
62:9-11_341,هل ورد في القرآن إشارة لصوت ذي تأثير إيجابي على جسم الإنسان؟,يا أيها الذين آمنوا إذا نودي للصلاة من يوم الجمعة فاسعوا إلى ذكر الله وذروا البيع ذلكم خير لكم إن كنتم تعلمون. فإذا قضيت الصلاة فانتشروا في الأرض وابتغوا من فضل الله واذكروا الله كثيرا لعلكم تفلحون. وإذا رأوا تجارة أو لهوا انفضوا إليها وتركوك قائما قل ما عند الله خير من اللهو ومن التجارة والله خير الرازقين.,يا أيها الذين آمنوا إذا نودي للصلاة من يوم الجمعة فاسعوا إلى ذكر الله
5:89-89_147,ما هي كفارة اليمين؟,لا يؤاخذكم الله باللغو في أيمانكم ولكن يؤاخذكم بما عقدتم الأيمان فكفارته إطعام عشرة مساكين من أوسط ما تطعمون أهليكم أو كسوتهم أو تحرير رقبة فمن لم يجد فصيام ثلاثة أيام ذلك كفارة أيمانكم إذا حلفتم واحفظوا أيمانكم كذلك يبين الله لكم آياته لعلكم تشكرون.,إطعام عشرة مساكين من أوسط ما تطعمون أهليكم أو كسوتهم أو تحرير رقبة فمن لم يجد فصيام ثلاثة أيام
5:101-102_385,مع أن السؤال هو أساس كل العلوم، لماذا نهى الله المؤمنين عن طرح الأسئلة كما جاء في سورة المائدة آية 101؟,يا أيها الذين آمنوا لا تسألوا عن أشياء إن تبد لكم تسؤكم وإن تسألوا عنها حين ينزل القرآن تبد لكم عفا الله عنها والله غفور حليم. قد سألها قوم من قبلكم ثم أصبحوا بها كافرين.,إن تبد لكم تسؤكم وإن تسألوا عنها حين ينزل القرآن تبد لكم عفا الله عنها والله غفور حليم. قد سألها قوم من قبلكم ثم أصبحوا بها كافرين
5:106-108_202,ما هي الآيات التي تتحدث عن موضوع الوصية في سورة المائدة؟,يا أيها الذين آمنوا شهادة بينكم إذا حضر أحدكم الموت حين الوصية اثنان ذوا عدل منكم أو آخران من غيركم إن أنتم ضربتم في الأرض فأصابتكم مصيبة الموت تحبسونهما من بعد الصلاة فيقسمان بالله إن ارتبتم لا نشتري به ثمنا ولو كان ذا قربى ولا نكتم شهادة الله إنا إذا لمن الآثمين. فإن عثر على أنهما استحقا إثما فآخران يقومان مقامهما من الذين استحق عليهم الأوليان فيقسمان بالله لشهادتنا أحق من شهادتهما وما اعتدينا إنا إذا لمن الظالمين. ذلك أدنى أن يأتوا بالشهادة على وجهها أو يخافوا أن ترد أيمان بعد أيمانهم واتقوا الله واسمعوا والله لا يهدي القوم الفاسقين.,يا أيها الذين آمنوا شهادة بينكم إذا حضر أحدكم الموت حين الوصية اثنان ذوا عدل منكم أو آخران من غيركم إن أنتم ضربتم في الأرض فأصابتكم مصيبة الموت تحبسونهما من بعد الصلاة فيقسمان بالله إن ارتبتم لا نشتري به ثمنا ولو كان ذا قربى ولا نكتم شهادة الله إنا إذا لمن الآثمين
6:80-86_204,من هم أبناء سيدنا ابراهيم عليه السلام؟,وحاجه قومه قال أتحاجوني في الله وقد هدان ولا أخاف ما تشركون به إلا أن يشاء ربي شيئا وسع ربي كل شيء علما أفلا تتذكرون. وكيف أخاف ما أشركتم ولا تخافون أنكم أشركتم بالله ما لم ينزل به عليكم سلطانا فأي الفريقين أحق بالأمن إن كنتم تعلمون. الذين آمنوا ولم يلبسوا إيمانهم بظلم أولئك لهم الأمن وهم مهتدون. وتلك حجتنا آتيناها إبراهيم على قومه نرفع درجات من نشاء إن ربك حكيم عليم. ووهبنا له إسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داوود وسليمان وأيوب ويوسف وموسى وهارون وكذلك نجزي المحسنين. وزكريا ويحيى وعيسى وإلياس كل من الصالحين. وإسماعيل واليسع ويونس ولوطا وكلا فضلنا على العالمين.,إسحاق
11:69-76_204,من هم أبناء سيدنا ابراهيم عليه السلام؟,ولقد جاءت رسلنا إبراهيم بالبشرى قالوا سلاما قال سلام فما لبث أن جاء بعجل حنيذ. فلما رأى أيديهم لا تصل إليه نكرهم وأوجس منهم خيفة قالوا لا تخف إنا أرسلنا إلى قوم لوط. وامرأته قائمة فضحكت فبشرناها بإسحاق ومن وراء إسحاق يعقوب. قالت يا ويلتى أألد وأنا عجوز وهذا بعلي شيخا إن هذا لشيء عجيب. قالوا أتعجبين من أمر الله رحمت الله وبركاته عليكم أهل البيت إنه حميد مجيد. فلما ذهب عن إبراهيم الروع وجاءته البشرى يجادلنا في قوم لوط. إن إبراهيم لحليم أواه منيب. يا إبراهيم أعرض عن هذا إنه قد جاء أمر ربك وإنهم آتيهم عذاب غير مردود.,إسحاق
14:35-41_204,من هم أبناء سيدنا ابراهيم عليه السلام؟,وإذ قال إبراهيم رب اجعل هذا البلد آمنا واجنبني وبني أن نعبد الأصنام. رب إنهن أضللن كثيرا من الناس فمن تبعني فإنه مني ومن عصاني فإنك غفور رحيم. ربنا إني أسكنت من ذريتي بواد غير ذي زرع عند بيتك المحرم ربنا ليقيموا الصلاة فاجعل أفئدة من الناس تهوي إليهم وارزقهم من الثمرات لعلهم يشكرون. ربنا إنك تعلم ما نخفي وما نعلن وما يخفى على الله من شيء في الأرض ولا في السماء. الحمد لله الذي وهب لي على الكبر إسماعيل وإسحاق إن ربي لسميع الدعاء. رب اجعلني مقيم الصلاة ومن ذريتي ربنا وتقبل دعاء. ربنا اغفر لي ولوالدي وللمؤمنين يوم يقوم الحساب.,إسماعيل
19:41-51_204,من هم أبناء سيدنا ابراهيم عليه السلام؟,واذكر في الكتاب إبراهيم إنه كان صديقا نبيا. إذ قال لأبيه يا أبت لم تعبد ما لا يسمع ولا يبصر ولا يغني عنك شيئا. يا أبت إني قد جاءني من العلم ما لم يأتك فاتبعني أهدك صراطا سويا. يا أبت لا تعبد الشيطان إن الشيطان كان للرحمن عصيا. يا أبت إني أخاف أن يمسك عذاب من الرحمن فتكون للشيطان وليا. قال أراغب أنت عن آلهتي يا إبراهيم لئن لم تنته لأرجمنك واهجرني مليا. قال سلام عليك سأستغفر لك ربي إنه كان بي حفيا. وأعتزلكم وما تدعون من دون الله وأدعو ربي عسى ألا أكون بدعاء ربي شقيا. فلما اعتزلهم وما يعبدون من دون الله وهبنا له إسحاق ويعقوب وكلا جعلنا نبيا. ووهبنا لهم من رحمتنا وجعلنا لهم لسان صدق عليا. واذكر في الكتاب موسى إنه كان مخلصا وكان رسولا نبيا.,إسحاق ويعقوب
37:99-113_204,من هم أبناء سيدنا ابراهيم عليه السلام؟,وقال إني ذاهب إلى ربي سيهدين. رب هب لي من الصالحين. فبشرناه بغلام حليم. فلما بلغ معه السعي قال يا بني إني أرى في المنام أني أذبحك فانظر ماذا ترى قال يا أبت افعل ما تؤمر ستجدني إن شاء الله من الصابرين. فلما أسلما وتله للجبين. وناديناه أن يا إبراهيم. قد صدقت الرؤيا إنا كذلك نجزي المحسنين. إن هذا لهو البلاء المبين. وفديناه بذبح عظيم. وتركنا عليه في الآخرين. سلام على إبراهيم. كذلك نجزي المحسنين. إنه من عبادنا المؤمنين. وبشرناه بإسحاق نبيا من الصالحين. وباركنا عليه وعلى إسحاق ومن ذريتهما محسن وظالم لنفسه مبين.,إسحاق
6:84-90_371,هل كان سيدنا يوسف عليه السلام رسولا أم نبيا؟,ووهبنا له إسحاق ويعقوب كلا هدينا ونوحا هدينا من قبل ومن ذريته داوود وسليمان وأيوب ويوسف وموسى وهارون وكذلك نجزي المحسنين. وزكريا ويحيى وعيسى وإلياس كل من الصالحين. وإسماعيل واليسع ويونس ولوطا وكلا فضلنا على العالمين. ومن آبائهم وذرياتهم وإخوانهم واجتبيناهم وهديناهم إلى صراط مستقيم. ذلك هدى الله يهدي به من يشاء من عباده ولو أشركوا لحبط عنهم ما كانوا يعملون. أولئك الذين آتيناهم الكتاب والحكم والنبوة فإن يكفر بها هؤلاء فقد وكلنا بها قوما ليسوا بها بكافرين. أولئك الذين هدى الله فبهداهم اقتده قل لا أسألكم عليه أجرا إن هو إلا ذكرى للعالمين.,أولئك الذين آتيناهم الكتاب والحكم والنبوة
40:34-35_371,هل كان سيدنا يوسف عليه السلام رسولا أم نبيا؟,ولقد جاءكم يوسف من قبل بالبينات فما زلتم في شك مما جاءكم به حتى إذا هلك قلتم لن يبعث الله من بعده رسولا كذلك يضل الله من هو مسرف مرتاب. الذين يجادلون في آيات الله بغير سلطان أتاهم كبر مقتا عند الله وعند الذين آمنوا كذلك يطبع الله على كل قلب متكبر جبار.,رسولا
6:125-127_405,هل أشار القرآن الى نقص الأكسجين في المرتفعات؟,فمن يرد الله أن يهديه يشرح صدره للإسلام ومن يرد أن يضله يجعل صدره ضيقا حرجا كأنما يصعد في السماء كذلك يجعل الله الرجس على الذين لا يؤمنون. وهذا صراط ربك مستقيما قد فصلنا الآيات لقوم يذكرون. لهم دار السلام عند ربهم وهو وليهم بما كانوا يعملون.,من يرد الله أن يهديه يشرح صدره للإسلام ومن يرد أن يضله يجعل صدره ضيقا حرجا كأنما يصعد في السماء
7:54-56_152,في كم يوم خلق الله الكون؟,إن ربكم الله الذي خلق السماوات والأرض في ستة أيام ثم استوى على العرش يغشي الليل النهار يطلبه حثيثا والشمس والقمر والنجوم مسخرات بأمره ألا له الخلق والأمر تبارك الله رب العالمين. ادعوا ربكم تضرعا وخفية إنه لا يحب المعتدين. ولا تفسدوا في الأرض بعد إصلاحها وادعوه خوفا وطمعا إن رحمت الله قريب من المحسنين.,ستة أيام
10:3-6_152,في كم يوم خلق الله الكون؟,إن ربكم الله الذي خلق السماوات والأرض في ستة أيام ثم استوى على العرش يدبر الأمر ما من شفيع إلا من بعد إذنه ذلكم الله ربكم فاعبدوه أفلا تذكرون. إليه مرجعكم جميعا وعد الله حقا إنه يبدأ الخلق ثم يعيده ليجزي الذين آمنوا وعملوا الصالحات بالقسط والذين كفروا لهم شراب من حميم وعذاب أليم بما كانوا يكفرون. هو الذي جعل الشمس ضياء والقمر نورا وقدره منازل لتعلموا عدد السنين والحساب ما خلق الله ذلك إلا بالحق يفصل الآيات لقوم يعلمون. إن في اختلاف الليل والنهار وما خلق الله في السماوات والأرض لآيات لقوم يتقون.,ستة أيام
11:6-7_152,في كم يوم خلق الله الكون؟,وما من دابة في الأرض إلا على الله رزقها ويعلم مستقرها ومستودعها كل في كتاب مبين. وهو الذي خلق السماوات والأرض في ستة أيام وكان عرشه على الماء ليبلوكم أيكم أحسن عملا ولئن قلت إنكم مبعوثون من بعد الموت ليقولن الذين كفروا إن هذا إلا سحر مبين.,ستة أيام
25:56-62_152,في كم يوم خلق الله الكون؟,وما أرسلناك إلا مبشرا ونذيرا. قل ما أسألكم عليه من أجر إلا من شاء أن يتخذ إلى ربه سبيلا. وتوكل على الحي الذي لا يموت وسبح بحمده وكفى به بذنوب عباده خبيرا. الذي خلق السماوات والأرض وما بينهما في ستة أيام ثم استوى على العرش الرحمن فاسأل به خبيرا. وإذا قيل لهم اسجدوا للرحمن قالوا وما الرحمن أنسجد لما تأمرنا وزادهم نفورا. تبارك الذي جعل في السماء بروجا وجعل فيها سراجا وقمرا منيرا. وهو الذي جعل الليل والنهار خلفة لمن أراد أن يذكر أو أراد شكورا.,ستة أيام
32:4-9_152,في كم يوم خلق الله الكون؟,الله الذي خلق السماوات والأرض وما بينهما في ستة أيام ثم استوى على العرش ما لكم من دونه من ولي ولا شفيع أفلا تتذكرون. يدبر الأمر من السماء إلى الأرض ثم يعرج إليه في يوم كان مقداره ألف سنة مما تعدون. ذلك عالم الغيب والشهادة العزيز الرحيم. الذي أحسن كل شيء خلقه وبدأ خلق الإنسان من طين. ثم جعل نسله من سلالة من ماء مهين. ثم سواه ونفخ فيه من روحه وجعل لكم السمع والأبصار والأفئدة قليلا ما تشكرون.,ستة أيام
41:9-12_152,في كم يوم خلق الله الكون؟,قل أئنكم لتكفرون بالذي خلق الأرض في يومين وتجعلون له أندادا ذلك رب العالمين. وجعل فيها رواسي من فوقها وبارك فيها وقدر فيها أقواتها في أربعة أيام سواء للسائلين. ثم استوى إلى السماء وهي دخان فقال لها وللأرض ائتيا طوعا أو كرها قالتا أتينا طائعين. فقضاهن سبع سماوات في يومين وأوحى في كل سماء أمرها وزينا السماء الدنيا بمصابيح وحفظا ذلك تقدير العزيز العليم.,قل أئنكم لتكفرون بالذي خلق الأرض في يومين وتجعلون له أندادا ذلك رب العالمين. وجعل فيها رواسي من فوقها وبارك فيها وقدر فيها أقواتها في أربعة أيام سواء للسائلين. ثم استوى إلى السماء وهي دخان فقال لها وللأرض ائتيا طوعا أو كرها قالتا أتينا طائعين. فقضاهن سبع سماوات في يومين وأوحى في كل سماء أمرها
50:36-45_152,في كم يوم خلق الله الكون؟,وكم أهلكنا قبلهم من قرن هم أشد منهم بطشا فنقبوا في البلاد هل من محيص. إن في ذلك لذكرى لمن كان له قلب أو ألقى السمع وهو شهيد. ولقد خلقنا السماوات والأرض وما بينهما في ستة أيام وما مسنا من لغوب. فاصبر على ما يقولون وسبح بحمد ربك قبل طلوع الشمس وقبل الغروب. ومن الليل فسبحه وأدبار السجود. واستمع يوم يناد المناد من مكان قريب. يوم يسمعون الصيحة بالحق ذلك يوم الخروج. إنا نحن نحيي ونميت وإلينا المصير. يوم تشقق الأرض عنهم سراعا ذلك حشر علينا يسير. نحن أعلم بما يقولون وما أنت عليهم بجبار فذكر بالقرآن من يخاف وعيد.,ستة أيام
